instructions,L1-icache-load-misses,dTLB-load-misses,branch-misses,iTLB-load-misses
7456,555,75,45,76
3219,392,60,32,58
5713,574,72,44,70
2446,140,13,12,19
3217,428,74,44,70
7331,477,61,27,56
828,138,12,12,16
4047,518,72,40,72
6501,384,61,26,58
830,156,13,17,62
160815,18779,1283,3045,1155
2166557,14923,917,6974,684
2208527,20049,1336,7025,1001
1832557,22499,387,6561,480
2067690,16439,932,7593,902
3763443,18397,1918,23738,532
4318533,42354,2629,14734,1293
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
5678,2320,173,593,309
212921,31657,2239,2674,1756
7839091,6230,895,418,362
10446004,13932,431,3273,716
175760,11397,90,368,14
6579,1086,152,162,97
6529,449,62,50,55
830,618,75,51,73
6854,418,92,55,66
10948,832,88,173,101
4056,592,74,42,54
828,152,12,12,16
8869,632,130,67,100
3922,426,61,29,56
830,152,13,14,77
44266,1208,171,155,80
3219,456,72,32,70
6366,571,73,41,74
1839,158,13,13,19
3217,426,61,27,58
830,572,73,42,75
7357,153,13,16,17
3604,442,62,35,68
7357,565,73,40,69
830,154,12,13,17
3217,432,61,28,59
968,546,75,42,76
7322,175,13,13,19
3219,579,74,39,77
7357,394,61,28,57
830,156,13,13,19
3217,604,74,39,77
7331,408,62,28,56
828,564,73,44,76
30312,1327,168,335,107
7339,587,83,50,88
3197,440,60,29,58
839,164,12,14,17
7529,558,77,49,79
3219,395,63,29,61
828,1526,70,191,113
10653,602,57,7,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
137487,19424,657,2660,1066
365138,17462,956,2046,688
2815086,3154,436,304,190
3321643,4042,274,501,272
1328685,36917,764,5541,1088
643310,48330,2172,6998,2884
754289,23188,812,17104,600
1429552,2788,307,20834,87
1103261,2920,474,20199,196
1183093,2668,489,24225,243
2951246,5776,728,56545,263
2262932,28534,11393,13861,1376
7378172,4197,692,985,300
8715536,12533,1223,3132,1251
8919116,32931,1208,4942,919
18308135,658,66,52,65
